Incident_ID,Date_Incident,Region,Department_Affected,Asset_Type,Incident_Type,Severity,Priority,Detection_Source,Status,Time_to_Detect_min,Time_to_Contain_min,Time_to_Resolve_min,Business_Impact,Downtime_min,Estimated_Cost_EUR,Root_Cause,Data_Sensitivity,SLA_Breached,Analyst
INC-20240272,2025-10-05 22:30:33,Luxembourg,R&D,  Cloud Service  ,Lost/Stolen Device,Medium,P3 - Medium,  EDR  ,Eradicated,162,456,1018,Minor,99,1002,Insider Error,Confidential,Yes,A. Weber
INC-20240273,2025-08-11 18:03:10,Belgium,Finance,  Application  ,  Phishing  ,High,P2 - High,IDS/IPS,Eradicated,-540,336,1790,  Minor  ,146,10205,  Social Engineering  ,Public,Yes,N. Laurent
INC-20240274,2025-07-20 03:12:16,Germany,Facilities,Mobile Device,Malware,Medium,p3-medium,SIEM,Resolved,166,170,418,Minor,48 min,2 305,Insider Error,Confidential,Yes,N. Laurent
INC-20240275,2025-02-23 18:30:28,Belgium,Facilities,Mobile Device,Phishing,Medium,p3-medium,  IDS/IPS  ,Resolved,434,285,-437,Moderate,169,3064,Lost/Stolen,Internal,No,J. Becker
INC-20240276,2024-07-26 23:59:24,Belgium,  IT  ,Mobile Device,Data Exfiltration,High,P2 - High,  IDS/IPS  ,Resolved,845,1320,3135,Minor,317,28840,Lost/Stolen,  Internal  ,No,M. Dupont
INC-20240277,2025-06-11 03:53:39,  France  ,Operations,Cloud Service,Phishing,Low,P4 - Low,,  Resolved  ,93 min,37,187,None,0,476,  Misconfiguration  ,  Internal  ,No,  L. Müller  
INC-20240278,2024-08-22 16:24:08,Germany,Procurement,  Network Device  ,Data-Exfiltration,Medium,P3 - Medium,EDR,Contained,451,243,647,Minor,48,€ 7632,Insider Error,,No,J. Becker
INC-20240279,2024-10-12 04:40:27,Luxembourg,R&D,Mobile Device,Lost/Stolen Device,High,  P2 - High  ,Email Gateway,Resolved,455,918,1470,Major,935,13396,Misconfiguration,Restricted,No,  L. Müller  
INC-20240280,25 Jul 2025 04:51,Belgium,R&D,Email Account,Phishing,High,P2 - High,Threat Intel,Resolved,328,581,3858,Major,2998,18324 EUR,Lost/Stolen,,No,L. Müller
INC-20240281,2025-04-06 04:49:49,Belgium,Procurement,Mobile Device,Phishing,  Medium  ,P3 - Medium,Audit,Contained,223,154,1124,Minor,137,2740,Social Engineering,Internal,No,  N. Laurent  
INC-20240282,2025-06-24 00:27:53,Luxembourg,IT,Database,Data Exfiltration,Critical,P1 - Critical,User Report,Contained,1282,1031,10445,Minor,781,156081,Weak Password,Internal,  No  ,S. Rossi
INC-20240283,20/06/2024 10:44,  Belgium  ,  Procurement  ,  Workstation  ,Stolen Device,Medium,P3 - Medium,IDS/IPS,Resolved,261,101,644,None,0,€ 3431,Weak Password,Confidential,No,L. Müller
INC-20240284,2025-02-06 01:42:37,Germany,R&D,Database,DDoS,  Medium  ,P3 - Medium,Threat Intel,Resolved,286,213,1411,Minor,150,4284,Social Engineering,Restricted,Yes,E. Bernard
INC-20240285,2025-07-15 08:12:43,France,  Procurement  ,  Cloud Service  ,Phishing,High,P2 High,  Threat Intel  ,Resolved,563,218,889,Moderate,245,4172,,Internal,Yes,  M. Dupont  
INC-20240286,2025-05-09 01:28:46,Germany,Sales,Email Account,Phishing,Low,P4 - Low,User Report,Contained,95,55,296,Minor,37,323,Lost/Stolen,Internal,No,S. Rossi
INC-20240287,2025-02-20 17:51:37,France,Finance,  Mobile Device  ,Phishing,High,P2 - High,Email Gateway,Eradicated,443,120,737,Minor,79,6012 EUR,Unpatched Vulnerability,Internal,No,S. Rossi
INC-20240288,2024-11-30 07:46:04,France,Legal,Mobile Device,Malware,Medium,P3 Medium,IDS/IPS,Eradicated,181,309,-1196 min,None,0,1 195,Lost/Stolen,Confidential,No,A. Weber
INC-20240289,2024-12-23 01:27:06,France,R&D,Server,Phising,Low,P4 - Low,EDR,Eradicated,99,113,236,Minor,30,214 EUR,Insider Error,,No,C. Schmidt
INC-20240290,02-15-2025 23:43,Belgium,Legal,  Server  ,Ransomware,High,P2 - High,SIEM,Contained,1048,662,3002,Minor,334,12908,  Lost/Stolen  ,Internal,Yes,M. Dupont
INC-20240291,2025-06-26 03:47:01,Belgium,Procurement,Database,  Phishing  ,Medium,P3 - Medium,Audit,Resolved,230,162,842,  Minor  ,74,2253,Weak Password,  Confidential  ,  Yes  ,J. Becker
INC-20240292,2024-10-17 09:10:18,Luxembourg,Operations,Email Account,Data Exfiltration,Low,P4 - Low,EDR,Eradicated,309,26,672,  None  ,0,1441,Insider Error,Internal,No,N. Laurent
INC-20240293,21 Jun 2024 21:19,Luxembourg,Finance,Mobile Device,Data Exfiltration,High,P2 - High,Email Gateway,Contained,722,836,1855 min,Moderate,665,33568,Lost/Stolen,Confidential,No,  E. Bernard  
INC-20240294,2024-05-19 17:15:26,Belgium,Procurement,Cloud Service,DDoS,Medium,  P3 - Medium  ,,Resolved,140,161,182,Minor,12,2 123,Lost/Stolen,Confidential,  No  ,S. Rossi
INC-20240295,2025-05-05 00:24:21,Belgium,Finance,  Workstation  ,Mal-ware,High,P2 - High,  SIEM  ,Resolved,694,788,1067,Major,452,9857 EUR,Misconfiguration,Internal,No,  E. Bernard  
INC-20240296,2024-11-20 15:01:27,Belgium,HR,Network Device,Phshing,Medium,p3-medium,,Resolved,302,208,-1192,Moderate,273,2098,  Social Engineering  ,,Yes,A. Weber
INC-20240297,2025-08-03 23:28:18,Luxembourg,  Sales  ,Server,Misconfiguration,  High  ,p2-high,  IDS/IPS  ,  Contained  ,1115,478,2039,  Major  ,966 min,7058,Insider Error,Internal,No,  C. Schmidt  
INC-20240298,2024-06-28 07:02:42,France,Facilities,Application,Phishing,Medium,P3 - Medium,IDS/IPS,Resolved,118,118,1447,  None  ,0,€ 1649,Social Engineering,Confidential,Yes,C. Schmidt
INC-20240299,2025-03-04 08:57:46,Belgium,R&D,Email Account,  Misconfiguration  ,Critical,P1 Critical,Threat Intel,Eradicated,1037,518,1542,Minor,171,54742,Insider Error,Confidential,No,J. Becker
INC-20240300,08-07-2024 06:23,Luxembourg,Sales,  Network Device  ,Malware,High,P2 - High,,Contained,727,505,1074,Minor,77,22 284,Insider Error,Confidential,Yes,M. Dupont
INC-20240109,2024-05-05 02:38:31,Belgium,HR,Email Account,Phishing,Medium,P3 - Medium,EDR,Contained,222,105,1616,  Minor  ,-154,981,,Internal,No,M. Dupont
INC-20240085,2024-07-25 13:57:03,Belgium,Procurement,  Workstation  ,Phishing,Medium,P3 - Medium,Email Gateway,Resolved,-198,331,916,None,0,1056,Third-Party Supplier,Internal,,C. Schmidt
INC-20240120,2024-09-27 07:53:04,Belgium,Legal,Cloud Service,Unauthorized Access,Medium,P3 - Medium,SIEM,Resolved,244,303,701 min,Minor,88,2227,Lost/Stolen,Public,  No  ,A. Weber
INC-20240268,2024-08-14 07:26:31,Luxembourg,IT,Network Device,Malware,  High  ,P2 - High,Audit,Resolved,384,478,3825,Minor,330,6533,Social Engineering,Internal,  No  ,E. Bernard
INC-20240135,2024-08-08 07:18:46,Luxembourg,Facilities,Mobile Device,Phishing,Medium,P3 - Medium,EDR,Contained,180,186,691,None,0,1030,Insider Error,Internal,No,J. Becker
INC-20240009,2025-01-17 00:08:12,France,  Finance  ,Email Account,  Data Exfiltration  ,Medium,P3 - Medium,EDR,Contained,366,516,2915,Moderate,658,3042,Weak Password,Restricted,No,E. Bernard
INC-20240071,2024-06-08 03:51:00,Germany,Sales,Cloud Service,Phishing,Medium,P3 - Medium,Email Gateway,Resolved,202,599 min,460,Moderate,152,2605,Unpatched Vulnerability,Confidential,No,S. Rossi
INC-20240231,2025-04-18 16:18:00,Belgium,R&D,Email Account,Unauthorized  Access,Medium,P3 - Medium,Audit,Resolved,360 min,810,1370,Major,1053,3982,  Unpatched Vulnerability  ,  Internal  ,  Yes  ,N. Laurent
INC-20240117,2025-05-15 21:25:09,Luxembourg,HR,Application,Phishing,Medium,P3 - Medium,IDS/IPS,Eradicated,210,-88,438,Minor,39,987,Lost/Stolen,Public,Yes,C. Schmidt
INC-20240151,2025-08-14 09:59:19,France,R&D,Network Device,Unauthorized Access,Low,P4 - Low,Threat Intel,Contained,189,194,228,Moderate,59,€ 1170,  Insider Error  ,Restricted,No,N. Laurent
INC-20240062,2025-06-16 15:22:28,France,IT,Email Account,Misconfiguration,Low,low (P4),Audit,Eradicated,-150,64,198,Moderate,75,354,Third-Party Supplier,Internal,No,  S. Rossi  
INC-20240020,2025-05-28 05:45:54,France,Facilities,Mobile Device,Phishing,  Medium  ,p3-medium,,Resolved,246,170,1158,Minor,137,2974,Weak Password,Internal,  No  ,M. Dupont
INC-20240199,2025-02-21 11:27:17,France,Finance,Mobile Device,Lost/Stolen Device,Critical,critical (P1),IDS/IPS,Contained,861,1134,7843,  Moderate  ,1742 min,112349,  Insider Error  ,Restricted,Yes,N. Laurent
INC-20240161,2025-04-20 12:58:45,France,Legal,Application,Ddos,Medium,P3 Medium,EDR,Contained,137,113,593,Minor,47,4 129,Insider Error,Internal,,  L. Müller  
INC-20240121,2024-08-28 23:43:00,  Luxembourg  ,Finance,  Email Account  ,Maleware,Medium,P3 - Medium,EDR,Resolved,248,166,1450,Minor,113 min,4059,Insider Error,Internal,No,N. Laurent
